lemme,cgram,genre,freqlem,forms
éclairer,VER,,45.198,"éclairer, éclairé/éclairée (éclairant)"
contrôler,VER,,45.082,"contrôler, contrôlé/contrôlée (contrôlant)"
exiger,VER,,45.004000000000005,"exiger, exigé/exigée (exigeant)"
rassurer,VER,,44.766000000000005,"rassurer, rassuré/rassurée (rassurant)"
trahir,VER,,44.718,"trahir, trahi/trahie (trahissant)"
agiter,VER,,44.448,"agiter, agité/agitée (agitant)"
condamner,VER,,44.326,"condamner, condamné/condamnée (condamnant)"
fouiller,VER,,44.286,"fouiller, fouillé/fouillée (fouillant)"
résister,VER,,44.209999999999994,"résister, résisté (résistant)"
parfaire,VER,,43.980000000000004,"parfaire, parfait/parfaite"
faillir,VER,,43.974000000000004,"faillir, failli"
refermer,VER,,43.886,"refermer, refermé/refermée (refermant)"
révéler,VER,,43.756,"révéler, révélé/révélée (révélant)"
indiquer,VER,,43.542,"indiquer, indiqué/indiquée (indiquant)"
commettre,VER,,43.334,"commettre, commis/commise (commettant)"
fabriquer,VER,,43.25,"fabriquer, fabriqué/fabriquée (fabriquant)"
assister,VER,,43.233999999999995,"assister, assisté/assistée (assistant)"
caresser,VER,,42.902,"caresser, caressé/caressée (caressant)"
peser,VER,,42.397999999999996,"peser, pesé/pesée (pesant)"
interrompre,VER,,42.209999999999994,"interrompre, interrompu/interrompue (interrompant)"
emmerder,VER,,42.144,"emmerder, emmerdé/emmerdée (emmerdant)"
examiner,VER,,42.088,"examiner, examiné/examinée (examinant)"
rigoler,VER,,42.076,"rigoler, rigolé (rigolant)"
déplacer,VER,,41.906000000000006,"déplacer, déplacé/déplacée (déplaçant)"
exploser,VER,,41.894000000000005,"exploser, explosé/explosée (explosant)"
visiter,VER,,41.816,"visiter, visité/visitée (visitant)"
énerver,VER,,41.785999999999994,"énerver, énervé/énervée (énervant)"
contenter,VER,,41.668,"contenter, contenté/contentée (contentant)"
contenir,VER,,41.61,"contenir, contenu/contenue (contenant)"
goûter,VER,,41.306000000000004,"goûter, goûté/goûtée (goûtant)"
accueillir,VER,,41.08,"accueillir, accueilli/accueillie (accueillant)"
joindre,VER,,40.902,"joindre, joint (joignant)"
étouffer,VER,,40.884,"étouffer, étouffé/étouffée (étouffant)"
creuser,VER,,40.742000000000004,"creuser, creusé/creusée (creusant)"
lier,VER,,40.733999999999995,"lier, lié/liée (liant)"
louer,VER,,40.632,"louer, loué/louée (louant)"
verser,VER,,40.316,"verser, versé/versée (versant)"
combattre,VER,,40.274,"combattre, combattu/combattue (combattant)"
provoquer,VER,,40.054,"provoquer, provoqué/provoquée (provoquant)"
remuer,VER,,39.788000000000004,"remuer, remué/remuée (remuant)"
échanger,VER,,39.7,"échanger, échangé/échangée (échangeant)"
veiller,VER,,39.693999999999996,"veiller, veillé/veillée (veillant)"
réserver,VER,,39.614000000000004,"réserver, réservé/réservée (réservant)"
subir,VER,,39.566,"subir, subi/subie (subissant)"
résoudre,VER,,39.354,"résoudre, résolu (résolvant)"
céder,VER,,39.066,"céder, cédé/cédée (cédant)"
repousser,VER,,38.952000000000005,"repousser, repoussé/repoussée (repoussant)"
guérir,VER,,38.946,"guérir, guéri/guérie (guérissant)"
établir,VER,,38.93600000000001,"établir, établi/établie (établissant)"
bouffer,VER,,38.848,"bouffer, bouffé/bouffée (bouffant)"
claquer,VER,,38.754000000000005,"claquer, claqué/claquée (claquant)"
rattraper,VER,,38.748000000000005,"rattraper, rattrapé/rattrapée (rattrapant)"
voyager,VER,,38.444,"voyager, voyagé (voyageant)"
détacher,VER,,38.002,"détacher, détaché/détachée (détachant)"
fournir,VER,,37.914,"fournir, fourni/fournie (fournissant)"
habituer,VER,,37.702,"habituer, habitué/habituée (habituant)"
distinguer,VER,,37.31,"distinguer, distingué/distinguée (distinguant)"
franchir,VER,,37.278,"franchir, franchi/franchie (franchissant)"
gâcher,VER,,37.146,"gâcher, gâché/gâchée (gâchant)"
déchirer,VER,,37.12,"déchirer, déchiré/déchirée (déchirant)"
accomplir,VER,,37.08,"accomplir, accompli/accomplie (accomplissant)"
conclure,VER,,37.06,"conclure, conclu/conclue (concluant)"
rapprocher,VER,,36.972,"rapprocher, rapproché/rapprochée (rapprochant)"
réduire,VER,,36.971999999999994,"réduire, réduit/réduite (réduisant)"
bénir,VER,,36.83,"bénir, béni/bénie (bénissant)"
fâcher,VER,,36.762,"fâcher, fâché/fâchée"
rassembler,VER,,36.674,"rassembler, rassemblé/rassemblée (rassemblant)"
noter,VER,,36.556,"noter, noté/notée (notant)"
débrouiller,VER,,36.356,"débrouiller, débrouillé/débrouillée (débrouillant)"
évoquer,VER,,36.346000000000004,"évoquer, évoqué/évoquée (évoquant)"
ordonner,VER,,36.309999999999995,"ordonner, ordonné/ordonnée (ordonnant)"
rechercher,VER,,36.278,"rechercher, recherché/recherchée (recherchant)"
participer,VER,,36.164,"participer, participé (participant)"
détendre,VER,,36.066,"détendre, détendu/détendue (détendant)"
surgir,VER,,35.842000000000006,"surgir, surgi/surgie (surgissant)"
déjeuner,VER,,35.662,"déjeuner, déjeuné (déjeunant)"
fonctionner,VER,,35.262,"fonctionner, fonctionné (fonctionnant)"
cracher,VER,,35.082,"cracher, craché/crachée (crachant)"
foncer,VER,,34.89,"foncer, foncé/foncée (fonçant)"
affirmer,VER,,34.769999999999996,"affirmer, affirmé/affirmée (affirmant)"
lutter,VER,,34.757999999999996,"lutter, lutté (luttant)"
raser,VER,,34.635999999999996,"raser, rasé/rasée (rasant)"
recouvrir,VER,,34.328,"recouvrir, recouvert/recouverte (recouvrant)"
effrayer,VER,,34.168,"effrayer, effrayé/effrayée (effrayant)"
pisser,VER,,34.013999999999996,"pisser, pissé/pissée (pissant)"
parcourir,VER,,34.004000000000005,"parcourir, parcouru/parcourue (parcourant)"
inspirer,VER,,33.936,"inspirer, inspiré/inspirée (inspirant)"
précipiter,VER,,33.918,"précipiter, précipité/précipitée (précipitant)"
viser,VER,,33.846000000000004,"viser, visé/visée (visant)"
avertir,VER,,33.56,"avertir, averti/avertie (avertissant)"
envahir,VER,,33.502,"envahir, envahi/envahie (envahissant)"
conseiller,VER,,33.238,"conseiller, conseillé/conseillée (conseillant)"
flotter,VER,,33.214,"flotter, flotté/flottée (flottant)"
démarrer,VER,,33.13,"démarrer, démarré/démarrée (démarrant)"
grimper,VER,,33.09,"grimper, grimpé/grimpée (grimpant)"
punir,VER,,33.076,"punir, puni/punie (punissant)"
décrire,VER,,33.066,"décrire, décrit/décrite (décrivant)"
rejeter,VER,,33.032000000000004,"rejeter, rejeté/rejetée (rejetant)"
désigner,VER,,32.7,"désigner, désigné/désignée (désignant)"
régner,VER,,32.622,"régner, régné (régnant)"
éveiller,VER,,32.476000000000006,"éveiller, éveillé/éveillée (éveillant)"
disputer,VER,,32.422000000000004,"disputer, disputé/disputée (disputant)"
venger,VER,,32.422,"venger, vengé/vengée (vengeant)"
baigner,VER,,32.42,"baigner, baigné/baignée (baignant)"
bloquer,VER,,32.416,"bloquer, bloqué/bloquée (bloquant)"
inscrire,VER,,32.326,"inscrire, inscrit/inscrite (inscrivant)"
réclamer,VER,,32.304,"réclamer, réclamé/réclamée (réclamant)"
soupirer,VER,,32.074000000000005,"soupirer, soupiré (soupirant)"
noyer,VER,,31.805999999999997,"noyer, noyé/noyée (noyant)"
figurer,VER,,31.537999999999997,"figurer, figuré/figurée (figurant)"
priver,VER,,31.516,"priver, privé/privée (privant)"
violer,VER,,31.334,"violer, violé/violée (violant)"
concentrer,VER,,31.316,"concentrer, concentré/concentrée (concentrant)"
confirmer,VER,,31.308,"confirmer, confirmé/confirmée (confirmant)"
emprunter,VER,,31.292,"emprunter, emprunté/empruntée (empruntant)"
confondre,VER,,31.230000000000004,"confondre, confondu/confondue (confondant)"
informer,VER,,31.128,"informer, informé/informée (informant)"
redresser,VER,,31.114,"redresser, redressé/redressée (redressant)"
conserver,VER,,31.104,"conserver, conservé/conservée (conservant)"
contempler,VER,,30.932,"contempler, contemplé/contemplée (contemplant)"
tarder,VER,,30.799999999999997,"tarder, tardé/tardée (tardant)"
mesurer,VER,,30.709999999999997,"mesurer, mesuré/mesurée (mesurant)"
identifier,VER,,30.680000000000003,"identifier, identifié/identifiée (identifiant)"
pointer,VER,,30.674,"pointer, pointé/pointée (pointant)"
détourner,VER,,30.548000000000002,"détourner, détourné/détournée (détournant)"
méfier,VER,,30.388,"méfier, méfié/méfiée (méfiant)"
satisfaire,VER,,30.304000000000002,"satisfaire, satisfait/satisfaite (satisfaisant)"
renverser,VER,,30.195999999999998,"renverser, renversé/renversée (renversant)"
employer,VER,,30.169999999999998,"employer, employé/employée (employant)"
vêtir,VER,,30.142000000000003,"vêtir, vêtu/vêtue (vêtant)"
exécuter,VER,,30.12,"exécuter, exécuté/exécutée (exécutant)"
retomber,VER,,30.056,"retomber, retombé/retombée (retombant)"
répandre,VER,,29.962000000000003,"répandre, répandu/répandue (répandant)"
cogner,VER,,29.91,"cogner, cogné/cognée (cognant)"
appliquer,VER,,29.870000000000005,"appliquer, appliqué/appliquée (appliquant)"
piger,VER,,29.846000000000004,"piger, pigé"
hausser,VER,,29.84,"hausser, haussé/haussée (haussant)"
repasser,VER,,29.822000000000003,"repasser, repassé/repassée (repassant)"
reprocher,VER,,29.802,"reprocher, reproché/reprochée (reprochant)"
voiler,VER,,29.759999999999998,"voiler, voilé/voilée (voilant)"
saigner,VER,,29.644,"saigner, saigné/saignée (saignant)"
dominer,VER,,29.64,"dominer, dominé/dominée (dominant)"
transporter,VER,,29.594,"transporter, transporté/transportée (transportant)"
opposer,VER,,29.323999999999998,"opposer, opposé/opposée (opposant)"
constater,VER,,29.32,"constater, constaté/constatée (constatant)"
réagir,VER,,29.293999999999997,"réagir, réagi (réagissant)"
armer,VER,,29.241999999999997,"armer, armé/armée (armant)"
envoler,VER,,29.235999999999997,"envoler, envolé/envolée (envolant)"
puer,VER,,29.233999999999998,puer (puant)
débarquer,VER,,29.152,"débarquer, débarqué/débarquée (débarquant)"
essuyer,VER,,29.092,"essuyer, essuyé/essuyée (essuyant)"
étaler,VER,,29.06,"étaler, étalé/étalée (étalant)"
embarquer,VER,,29.002000000000002,"embarquer, embarqué/embarquée (embarquant)"
barrer,VER,,28.97,"barrer, barré/barrée (barrant)"
gonfler,VER,,28.94,"gonfler, gonflé/gonflée (gonflant)"
jouir,VER,,28.912,"jouir, joui (jouissant)"
repérer,VER,,28.798000000000002,"repérer, repéré/repérée (repérant)"
exposer,VER,,28.724,"exposer, exposé/exposée (exposant)"
plier,VER,,28.702,"plier, plié/pliée (pliant)"
décevoir,VER,,28.613999999999997,"décevoir, déçu/déçue (décevant)"
fêter,VER,,28.586,"fêter, fêté/fêtée (fêtant)"
épuiser,VER,,28.49,"épuiser, épuisé/épuisée (épuisant)"
nager,VER,,28.488,"nager, nagé (nageant)"
enseigner,VER,,28.403999999999996,"enseigner, enseigné/enseignée (enseignant)"
déconner,VER,,28.296,"déconner, déconné (déconnant)"
unir,VER,,27.953999999999997,"unir, uni/unie (unissant)"
estimer,VER,,27.902,"estimer, estimé/estimée (estimant)"
sécher,VER,,27.857999999999997,"sécher, séché/séchée (séchant)"
buter,VER,,27.764000000000003,"buter, buté/butée (butant)"
signaler,VER,,27.752,"signaler, signalé/signalée (signalant)"
craquer,VER,,27.601999999999997,"craquer, craqué/craquée (craquant)"
intervenir,VER,,27.57,"intervenir, intervenu/intervenue (intervenant)"
frotter,VER,,27.568,"frotter, frotté/frottée (frottant)"
opérer,VER,,27.566,"opérer, opéré/opérée (opérant)"
suggérer,VER,,27.536,"suggérer, suggéré/suggérée (suggérant)"
composer,VER,,27.470000000000002,"composer, composé/composée (composant)"
annuler,VER,,27.453999999999997,"annuler, annulé/annulée (annulant)"
exciter,VER,,27.426000000000002,"exciter, excité/excitée (excitant)"
affronter,VER,,27.403999999999996,"affronter, affronté/affrontée (affrontant)"
raccrocher,VER,,27.286,"raccrocher, raccroché/raccrochée (raccrochant)"
mouiller,VER,,27.184,"mouiller, mouillé/mouillée (mouillant)"
décrocher,VER,,27.164,"décrocher, décroché/décrochée (décrochant)"
constituer,VER,,27.15,"constituer, constitué/constituée (constituant)"
vaincre,VER,,26.976,"vaincre, vaincu/vaincue (vainquant)"
comporter,VER,,26.97,"comporter, comporté/comportée (comportant)"
impliquer,VER,,26.915999999999997,"impliquer, impliqué/impliquée (impliquant)"
ôter,VER,,26.898,"ôter, ôté/ôtée (ôtant)"
dévorer,VER,,26.875999999999998,"dévorer, dévoré/dévorée (dévorant)"
échouer,VER,,26.616,"échouer, échoué/échouée (échouant)"
embêter,VER,,26.589999999999996,"embêter, embêté/embêtée"
persuader,VER,,26.535999999999998,"persuader, persuadé/persuadée (persuadant)"
entretenir,VER,,26.53,"entretenir, entretenu/entretenue (entretenant)"
autoriser,VER,,26.52,"autoriser, autorisé/autorisée (autorisant)"
exercer,VER,,26.422,"exercer, exercé/exercée (exerçant)"
pourvoir,VER,,26.4,"pourvoir, pourvu/pourvue (pourvoyant)"
augmenter,VER,,26.296,"augmenter, augmenté/augmentée (augmentant)"
percer,VER,,26.274,"percer, percé/percée (perçant)"
consacrer,VER,,26.234,"consacrer, consacré/consacrée (consacrant)"
épargner,VER,,26.214,"épargner, épargné/épargnée (épargnant)"
publier,VER,,26.21,"publier, publié/publiée (publiant)"
parer,VER,,26.164,"parer, paré/parée (parant)"
user,VER,,26.148,"user, usé/usée (usant)"
comparer,VER,,25.908,"comparer, comparé/comparée (comparant)"
soupçonner,VER,,25.764000000000003,"soupçonner, soupçonné/soupçonnée (soupçonnant)"
redevenir,VER,,25.756,"redevenir, redevenu/redevenue (redevenant)"
enregistrer,VER,,25.733999999999998,"enregistrer, enregistré/enregistrée (enregistrant)"
fondre,VER,,25.664,"fondre, fondu/fondue"
regagner,VER,,25.644000000000002,"regagner, regagné/regagnée (regagnant)"
dissimuler,VER,,25.606,"dissimuler, dissimulé/dissimulée (dissimulant)"
consulter,VER,,25.558,"consulter, consulté/consultée (consultant)"
soumettre,VER,,25.534,"soumettre, soumis/soumise (soumettant)"
guetter,VER,,25.516,"guetter, guetté/guettée (guettant)"
péter,VER,,25.508,"péter, pété/pétée (pétant)"
filmer,VER,,25.427999999999997,"filmer, filmé/filmée (filmant)"
dénoncer,VER,,25.362000000000002,"dénoncer, dénoncé/dénoncée (dénonçant)"
guider,VER,,25.362,"guider, guidé/guidée (guidant)"
efforcer,VER,,25.360000000000003,"efforcer, efforcé/efforcée (efforçant)"
imiter,VER,,25.36,"imiter, imité/imitée (imitant)"
exagérer,VER,,25.186,"exagérer, exagéré/exagérée (exagérant)"
vieillir,VER,,25.174,"vieillir, vieilli/vieillie (vieillissant)"
vomir,VER,,24.996000000000002,"vomir, vomi/vomie (vomissant)"
troubler,VER,,24.985999999999997,"troubler, troublé/troublée (troublant)"
chauffer,VER,,24.97,"chauffer, chauffé/chauffée (chauffant)"
préciser,VER,,24.898,"préciser, précisé/précisée (précisant)"
témoigner,VER,,24.845999999999997,"témoigner, témoigné/témoignée (témoignant)"
dépenser,VER,,24.824,"dépenser, dépensé/dépensée (dépensant)"
transmettre,VER,,24.81,"transmettre, transmis/transmise (transmettant)"
enfiler,VER,,24.796,"enfiler, enfilé/enfilée (enfilant)"
impressionner,VER,,24.692,"impressionner, impressionné/impressionnée (impressionnant)"
assassiner,VER,,24.63,"assassiner, assassiné/assassinée (assassinant)"
soulager,VER,,24.590000000000003,"soulager, soulagé/soulagée (soulageant)"
incliner,VER,,24.41,"incliner, incliné/inclinée (inclinant)"
nier,VER,,24.348,"nier, nié/niée (niant)"
luire,VER,,24.32,"luire, lui (luisant)"
déshabiller,VER,,24.276,"déshabiller, déshabillé/déshabillée (déshabillant)"
bourrer,VER,,24.21,"bourrer, bourré/bourrée (bourrant)"
contacter,VER,,24.188000000000002,"contacter, contacté/contactée (contactant)"
boucler,VER,,24.146,"boucler, bouclé/bouclée (bouclant)"
suspendre,VER,,24.122,"suspendre, suspendu/suspendue (suspendant)"
soucier,VER,,24.118000000000002,"soucier, soucié/souciée (souciant)"
siffler,VER,,23.904,"siffler, sifflé/sifflée (sifflant)"
justifier,VER,,23.734,"justifier, justifié/justifiée (justifiant)"
emplir,VER,,23.732,"emplir, empli/emplie (emplissant)"
fréquenter,VER,,23.706,"fréquenter, fréquenté/fréquentée (fréquentant)"
approuver,VER,,23.666,"approuver, approuvé/approuvée (approuvant)"
déménager,VER,,23.575999999999997,"déménager, déménagé/déménagée (déménageant)"
garer,VER,,23.512,"garer, garé/garée (garant)"
insulter,VER,,23.482,"insulter, insulté/insultée (insultant)"
sacrifier,VER,,23.482,"sacrifier, sacrifié/sacrifiée (sacrifiant)"
fonder,VER,,23.445999999999998,"fonder, fondé/fondée (fondant)"
emparer,VER,,23.384,"emparer, emparé/emparée (emparant)"
tracer,VER,,23.238,"tracer, tracé/tracée (traçant)"
entreprendre,VER,,23.204,"entreprendre, entrepris/entreprise (entreprenant)"
tailler,VER,,23.024,"tailler, taillé/taillée (taillant)"
traduire,VER,,22.974000000000004,"traduire, traduit/traduite (traduisant)"
envisager,VER,,22.908,"envisager, envisagé/envisagée (envisageant)"
réjouir,VER,,22.856,"réjouir, réjoui/réjouie (réjouissant)"
ralentir,VER,,22.832,"ralentir, ralenti/ralentie (ralentissant)"
écrouler,VER,,22.82,"écrouler, écroulé/écroulée (écroulant)"
marrer,VER,,22.706,"marrer, marré/marrée (marrant)"
tordre,VER,,22.696,"tordre, tordu/tordue (tordant)"
gratter,VER,,22.669999999999998,"gratter, gratté/grattée (grattant)"
dérouler,VER,,22.606,"dérouler, déroulé/déroulée (déroulant)"
suicider,VER,,22.593999999999998,"suicider, suicidé/suicidée"
pourrir,VER,,22.472,"pourrir, pourri/pourrie (pourrissant)"
tremper,VER,,22.392,"tremper, trempé/trempée (trempant)"
concevoir,VER,,22.386000000000003,"concevoir, conçu/conçue (concevant)"
balayer,VER,,22.274,"balayer, balayé/balayée (balayant)"
rougir,VER,,22.242,"rougir, rougi/rougie (rougissant)"
déborder,VER,,22.098,"déborder, débordé/débordée (débordant)"
communiquer,VER,,22.049999999999997,"communiquer, communiqué/communiquée (communiquant)"
semer,VER,,22.044000000000004,"semer, semé/semée (semant)"
coiffer,VER,,22.0,"coiffer, coiffé/coiffée (coiffant)"
renseigner,VER,,21.985999999999997,"renseigner, renseigné/renseignée (renseignant)"
correspondre,VER,,21.956000000000003,"correspondre, correspondu (correspondant)"
consoler,VER,,21.918,"consoler, consolé/consolée (consolant)"
sacrer,VER,,21.824,"sacrer, sacré/sacrée (sacrant)"
ressortir,VER,,21.814,"ressortir, ressorti/ressortie (ressortant)"
envelopper,VER,,21.722,"envelopper, enveloppé/enveloppée (enveloppant)"
loger,VER,,21.584000000000003,"loger, logé/logée (logeant)"
destiner,VER,,21.512,"destiner, destiné/destinée (destinant)"
protester,VER,,21.51,"protester, protesté (protestant)"
heurter,VER,,21.494,"heurter, heurté/heurtée (heurtant)"
torturer,VER,,21.494,"torturer, torturé/torturée (torturant)"
sucer,VER,,21.474,"sucer, sucé/sucée (suçant)"
envier,VER,,21.43,"envier, envié/enviée (enviant)"
situer,VER,,21.400000000000002,"situer, situé/située (situant)"
manifester,VER,,21.384,"manifester, manifesté/manifestée (manifestant)"
éliminer,VER,,21.384,"éliminer, éliminé/éliminée (éliminant)"
citer,VER,,21.342,"citer, cité/citée (citant)"
évanouir,VER,,21.33,"évanouir, évanoui/évanouie (évanouissant)"
raccompagner,VER,,21.296,"raccompagner, raccompagné/raccompagnée (raccompagnant)"
voter,VER,,21.169999999999998,"voter, voté/votée (votant)"
cuire,VER,,21.153999999999996,"cuire, cuit (cuisant)"
délivrer,VER,,21.130000000000003,"délivrer, délivré/délivrée (délivrant)"
adopter,VER,,21.052,"adopter, adopté/adoptée (adoptant)"
bâtir,VER,,21.002000000000002,"bâtir, bâti/bâtie (bâtissant)"
compliquer,VER,,20.92,"compliquer, compliqué/compliquée (compliquant)"
geler,VER,,20.858,"geler, gelé/gelée (gelant)"
percevoir,VER,,20.85,"percevoir, perçu/perçue (percevant)"
développer,VER,,20.814,"développer, développé/développée (développant)"
aborder,VER,,20.802,"aborder, abordé/abordée (abordant)"
jaillir,VER,,20.770000000000003,"jaillir, jailli/jaillie (jaillissant)"
distraire,VER,,20.708,"distraire, distrait/distraite (distrayant)"
découper,VER,,20.706000000000003,"découper, découpé/découpée (découpant)"
déclencher,VER,,20.701999999999998,"déclencher, déclenché/déclenchée (déclenchant)"
émouvoir,VER,,20.648000000000003,"émouvoir, ému/émue (émouvant)"
décoller,VER,,20.582,"décoller, décollé/décollée (décollant)"
rembourser,VER,,20.330000000000002,"rembourser, remboursé/remboursée (remboursant)"
défaire,VER,,20.272,"défaire, défait/défaite (défaisant)"
gémir,VER,,20.27,"gémir, gémi/gémie (gémissant)"
encourager,VER,,20.172,"encourager, encouragé/encouragée (encourageant)"
précéder,VER,,20.142,"précéder, précédé/précédée (précédant)"
mépriser,VER,,20.058,"mépriser, méprisé/méprisée (méprisant)"
écrier,VER,,20.022000000000002,"écrier, écrié/écriée (écriant)"
balader,VER,,19.984,"balader, baladé/baladée (baladant)"
planquer,VER,,19.978,"planquer, planqué/planquée (planquant)"
étrangler,VER,,19.954,"étrangler, étranglé/étranglée (étranglant)"
affecter,VER,,19.796,"affecter, affecté/affectée (affectant)"
atterrir,VER,,19.794,"atterrir, atterri (atterrissant)"
introduire,VER,,19.752000000000002,"introduire, introduit/introduite (introduisant)"
divorcer,VER,,19.744,"divorcer, divorcé/divorcée (divorçant)"
grouiller,VER,,19.65,"grouiller, grouillé (grouillant)"
défiler,VER,,19.548000000000002,"défiler, défilé/défilée (défilant)"
bavarder,VER,,19.534,"bavarder, bavardé (bavardant)"
circuler,VER,,19.438,"circuler, circulé (circulant)"
redouter,VER,,19.38,"redouter, redouté/redoutée (redoutant)"
féliciter,VER,,19.296,"féliciter, félicité/félicitée (félicitant)"
apaiser,VER,,19.112,"apaiser, apaisé/apaisée (apaisant)"
bouleverser,VER,,19.086,"bouleverser, bouleversé/bouleversée (bouleversant)"
contrer,VER,,18.977999999999998,"contrer, contré/contrée (contrant)"
bousculer,VER,,18.962,"bousculer, bousculé/bousculée (bousculant)"
projeter,VER,,18.958000000000002,"projeter, projeté/projetée (projetant)"
honorer,VER,,18.886,"honorer, honoré/honorée (honorant)"
procurer,VER,,18.85,"procurer, procuré/procurée (procurant)"
aspirer,VER,,18.782,"aspirer, aspiré/aspirée (aspirant)"
séduire,VER,,18.78,"séduire, séduit/séduite (séduisant)"
cuisiner,VER,,18.738,"cuisiner, cuisiné/cuisinée (cuisinant)"
recommander,VER,,18.656,"recommander, recommandé/recommandée (recommandant)"
distribuer,VER,,18.652,"distribuer, distribué/distribuée (distribuant)"
cueillir,VER,,18.628,"cueillir, cueilli/cueillie (cueillant)"
réchauffer,VER,,18.625999999999998,"réchauffer, réchauffé/réchauffée (réchauffant)"
garantir,VER,,18.572,"garantir, garanti/garantie (garantissant)"
plaquer,VER,,18.556,"plaquer, plaqué/plaquée (plaquant)"
réciter,VER,,18.538000000000004,"réciter, récité/récitée (récitant)"
célébrer,VER,,18.528,"célébrer, célébré/célébrée (célébrant)"
ronger,VER,,18.36,"ronger, rongé/rongée (rongeant)"
redescendre,VER,,18.317999999999998,"redescendre, redescendu/redescendue (redescendant)"
enchanter,VER,,18.314,"enchanter, enchanté/enchantée (enchantant)"
doubler,VER,,18.310000000000002,"doubler, doublé/doublée (doublant)"
effondrer,VER,,18.24,"effondrer, effondré/effondrée (effondrant)"
boucher,VER,,18.226,"boucher, bouché/bouchée (bouchant)"
relâcher,VER,,18.22,"relâcher, relâché/relâchée (relâchant)"
abîmer,VER,,18.174,"abîmer, abîmé/abîmée (abîmant)"
pratiquer,VER,,18.158,"pratiquer, pratiqué/pratiquée (pratiquant)"
procéder,VER,,18.098,"procéder, procédé (procédant)"
étirer,VER,,18.076,"étirer, étiré/étirée (étirant)"
dégoûter,VER,,18.062,"dégoûter, dégoûté/dégoûtée (dégoûtant)"
préoccuper,VER,,18.026000000000003,"préoccuper, préoccupé/préoccupée (préoccupant)"
fourrer,VER,,17.862000000000002,"fourrer, fourré/fourrée (fourrant)"
tâcher,VER,,17.846,"tâcher, tâché/tâchée (tâchant)"
isoler,VER,,17.84,"isoler, isolé/isolée (isolant)"
gérer,VER,,17.830000000000002,"gérer, géré/gérée (gérant)"
empoisonner,VER,,17.772,"empoisonner, empoisonné/empoisonnée (empoisonnant)"
mélanger,VER,,17.752000000000002,"mélanger, mélangé/mélangée (mélangeant)"
abuser,VER,,17.704,"abuser, abusé/abusée (abusant)"
lécher,VER,,17.698,"lécher, léché/léchée (léchant)"
recueillir,VER,,17.692,"recueillir, recueilli/recueillie (recueillant)"
hocher,VER,,17.54,"hocher, hoché (hochant)"
douer,VER,,17.445999999999998,"douer, doué/douée"
emballer,VER,,17.424,"emballer, emballé/emballée (emballant)"
consentir,VER,,17.402,"consentir, consenti/consentie (consentant)"
saurer,VER,,17.343999999999998,saurer
replier,VER,,17.34,"replier, replié/repliée (repliant)"
animer,VER,,17.28,"animer, animé/animée (animant)"
apprêter,VER,,17.262,"apprêter, apprêté/apprêtée (apprêtant)"
préserver,VER,,17.226,"préserver, préservé/préservée (préservant)"
bondir,VER,,17.224,"bondir, bondi (bondissant)"
errer,VER,,17.208,"errer, erré (errant)"
clore,VER,,17.162,"clore, clos/close"
prolonger,VER,,17.162,"prolonger, prolongé/prolongée (prolongeant)"
fasciner,VER,,17.116,"fasciner, fasciné/fascinée (fascinant)"
trancher,VER,,17.074,"trancher, tranché/tranchée (tranchant)"
ruiner,VER,,17.07,"ruiner, ruiné/ruinée (ruinant)"
consister,VER,,17.046,"consister, consisté (consistant)"
flatter,VER,,17.036,"flatter, flatté/flattée (flattant)"
dater,VER,,16.906000000000002,"dater, daté/datée (datant)"
salir,VER,,16.886,"salir, sali/salie (salissant)"
chuchoter,VER,,16.876,"chuchoter, chuchoté/chuchotée (chuchotant)"
améliorer,VER,,16.864,"améliorer, amélioré/améliorée (améliorant)"
aviser,VER,,16.862,"aviser, avisé/avisée (avisant)"
acquérir,VER,,16.844,"acquérir, acquis/acquise (acquérant)"
surmonter,VER,,16.83,"surmonter, surmonté/surmontée (surmontant)"
gueuler,VER,,16.806,"gueuler, gueulé/gueulée (gueulant)"
applaudir,VER,,16.68,"applaudir, applaudi/applaudie (applaudissant)"
accélérer,VER,,16.656,"accélérer, accéléré/accélérée (accélérant)"
calculer,VER,,16.637999999999998,"calculer, calculé/calculée (calculant)"
imprimer,VER,,16.497999999999998,"imprimer, imprimé/imprimée (imprimant)"
chérir,VER,,16.408,"chérir, chéri/chérie (chérissant)"
rétablir,VER,,16.372,"rétablir, rétabli/rétablie (rétablissant)"
déployer,VER,,16.362000000000002,"déployer, déployé/déployée (déployant)"
arroser,VER,,16.334,"arroser, arrosé/arrosée (arrosant)"
mater,VER,,16.334,"mater, maté/matée (matant)"
reproduire,VER,,16.184,"reproduire, reproduit/reproduite (reproduisant)"
fendre,VER,,16.088,"fendre, fendu/fendue (fendant)"
agacer,VER,,16.082,"agacer, agacé/agacée (agaçant)"
succéder,VER,,16.062,"succéder, succédé (succédant)"
écouler,VER,,16.054000000000002,"écouler, écoulé/écoulée (écoulant)"
border,VER,,16.052,"border, bordé/bordée (bordant)"
conquérir,VER,,15.99,"conquérir, conquis/conquise (conquérant)"
massacrer,VER,,15.986,"massacrer, massacré/massacrée (massacrant)"
figer,VER,,15.966000000000001,"figer, figé/figée (figeant)"
pincer,VER,,15.963999999999999,"pincer, pincé/pincée (pinçant)"
déboucher,VER,,15.906000000000002,"déboucher, débouché/débouchée (débouchant)"
