lemme,cgram,genre,freqlem,forms
grève,NOM,f,20.142,"grève, grèves"
assaut,NOM,m,20.136,"assaut, assauts"
procureur,NOM,m,20.13,procureur/procureuse procureurs/procureuses
soulier,NOM,m,20.128,"soulier, souliers"
fierté,NOM,f,20.12,"fierté, fiertés"
cuisinier,NOM,m,20.102000000000004,cuisinier/cuisinière cuisiniers/cuisinières
innocent,NOM,m,20.08,innocent/innocente innocents/innocentes
brume,NOM,f,20.070000000000004,"brume, brumes"
bonbon,NOM,m,20.07,"bonbon, bonbons"
panique,NOM,f,19.982,"panique, paniques"
responsable,NOM,,19.968,"responsable, responsables"
anneau,NOM,m,19.966,"anneau, anneaux"
amoureux,NOM,m,19.945999999999998,amoureux/amoureuse amoureux/amoureuses
collier,NOM,m,19.945999999999998,"collier, colliers"
terreur,NOM,f,19.944,"terreur, terreurs"
exécution,NOM,f,19.898,"exécution, exécutions"
littérature,NOM,f,19.844,"littérature, littératures"
large,NOM,m,19.826,"large, larges"
opéra,NOM,m,19.794,"opéra, opéras"
pâte,NOM,f,19.78,pât/pâte pâtes
hôte,NOM,m,19.738,"hôte, hôtes"
phare,NOM,m,19.724,"phare, phares"
plainte,NOM,f,19.718000000000004,"plainte, plaintes"
espagnol,NOM,m,19.706000000000003,espagnol/espagnole espagnols/espagnoles
économie,NOM,f,19.694,"économie, économies"
guide,NOM,,19.648,"guide, guides"
drôle,NOM,,19.642000000000003,"drôle, drôles"
vase,NOM,,19.632,"vase, vases"
revue,NOM,f,19.628,"revue, revues"
règlement,NOM,m,19.625999999999998,"règlement, règlements"
avril,NOM,m,19.55,avril
baraque,NOM,f,19.55,"baraque, baraques"
exception,NOM,f,19.502000000000002,"exception, exceptions"
province,NOM,f,19.478,"province, provinces"
dalle,NOM,f,19.476000000000003,"dalle, dalles"
fiston,NOM,m,19.445999999999998,"fiston, fistons"
panne,NOM,f,19.43,"panne, pannes"
comportement,NOM,m,19.376,"comportement, comportements"
proie,NOM,f,19.366,"proie, proies"
passeport,NOM,m,19.33,"passeport, passeports"
magazine,NOM,m,19.312,"magazine, magazines"
neveu,NOM,m,19.308,neveu
clou,NOM,m,19.298000000000002,"clou, clous"
réflexion,NOM,f,19.294,"réflexion, réflexions"
découverte,NOM,f,19.288,"découverte, découvertes"
cité,NOM,f,19.262,"cité, cités"
canapé,NOM,m,19.256,"canapé, canapés"
wagon,NOM,m,19.252000000000002,"wagon, wagons"
demeure,NOM,f,19.247999999999998,"demeure, demeures"
tentative,NOM,f,19.236,"tentative, tentatives"
portefeuille,NOM,m,19.206,"portefeuille, portefeuilles"
dur,NOM,m,19.192,"dur, durs"
riche,NOM,,19.189999999999998,"riche, riches"
bouquin,NOM,m,19.174,"bouquin, bouquins"
second,NOM,m,19.166,"second, seconds"
disparition,NOM,f,19.15,"disparition, disparitions"
perspective,NOM,f,19.102,"perspective, perspectives"
oreiller,NOM,m,19.092,"oreiller, oreillers"
soupir,NOM,m,19.090000000000003,"soupir, soupirs"
médecine,NOM,f,19.078,"médecine, médecines"
communauté,NOM,f,19.072000000000003,"communauté, communautés"
mémé,NOM,f,19.062000000000005,"mémé, mémés"
rigueur,NOM,f,19.058000000000003,"rigueur, rigueurs"
mépris,NOM,m,19.054,mépris
tension,NOM,f,19.012,"tension, tensions"
chaussette,NOM,f,19.006,"chaussette, chaussettes"
issue,NOM,f,18.991999999999997,"issue, issues"
permis,NOM,m,18.982,permis
analyse,NOM,f,18.928,"analyse, analyses"
étape,NOM,f,18.921999999999997,"étape, étapes"
écoute,NOM,f,18.866,"écoute, écoutes"
adjudant,NOM,m,18.852000000000004,"adjudant, adjudants"
ambition,NOM,f,18.826,"ambition, ambitions"
f,NOM,m,18.826,f
équipage,NOM,m,18.810000000000002,"équipage, équipages"
chapelle,NOM,f,18.804000000000002,"chapelle, chapelles"
crayon,NOM,m,18.77,"crayon, crayons"
soupçon,NOM,m,18.75,"soupçon, soupçons"
pilule,NOM,f,18.748,"pilule, pilules"
fac,NOM,f,18.733999999999998,"fac, facs"
liquide,NOM,m,18.722,"liquide, liquides"
plaie,NOM,f,18.716,"plaie, plaies"
possession,NOM,f,18.712,"possession, possessions"
capitale,NOM,f,18.658,"capitale, capitales"
laine,NOM,f,18.658,"laine, laines"
bonté,NOM,f,18.648,"bonté, bontés"
dé,NOM,m,18.636,"dé, dés"
noce,NOM,f,18.634,"noce, noces"
tube,NOM,m,18.628,"tube, tubes"
lâche,NOM,,18.619999999999997,"lâche, lâches"
poumon,NOM,m,18.61,"poumon, poumons"
administration,NOM,f,18.608,"administration, administrations"
essentiel,NOM,m,18.604,"essentiel, essentiels"
profit,NOM,m,18.573999999999998,"profit, profits"
trahison,NOM,f,18.57,"trahison, trahisons"
labo,NOM,m,18.538,"labo, labos"
enthousiasme,NOM,m,18.497999999999998,"enthousiasme, enthousiasmes"
novembre,NOM,m,18.490000000000002,novembre
hippo,NOM,m,18.49,hippo
légume,NOM,m,18.476,"légume, légumes"
respiration,NOM,f,18.464000000000002,"respiration, respirations"
assemblée,NOM,f,18.46,"assemblée, assemblées"
mars,NOM,m,18.418,mars
divorce,NOM,m,18.398,"divorce, divorces"
maréchal,NOM,m,18.38,maréchal/maréchale maréchaux
mélange,NOM,m,18.344,"mélange, mélanges"
mèche,NOM,f,18.326,"mèche, mèches"
pension,NOM,f,18.326,"pension, pensions"
cap,NOM,m,18.314,"cap, caps"
concierge,NOM,,18.310000000000002,"concierge, concierges"
reprise,NOM,f,18.306,"reprise, reprises"
touriste,NOM,,18.292,"touriste, touristes"
fureur,NOM,f,18.29,"fureur, fureurs"
hanche,NOM,f,18.284,"hanche, hanches"
jalousie,NOM,f,18.282,"jalousie, jalousies"
job,NOM,m,18.28,"job, jobs"
panneau,NOM,m,18.278000000000002,"panneau, panneaux"
bite,NOM,f,18.278,"bite, bites"
reconnaissance,NOM,f,18.276,"reconnaissance, reconnaissances"
bonhomme,NOM,m,18.262,"bonhomme, bonshommes"
invitation,NOM,f,18.258,"invitation, invitations"
renfort,NOM,m,18.226,"renfort, renforts"
ouvrage,NOM,m,18.22,"ouvrage, ouvrages"
oignon,NOM,m,18.204,"oignon, oignons"
riz,NOM,m,18.174,riz
char,NOM,m,18.144,"char, chars"
otage,NOM,m,18.136,"otage, otages"
tronc,NOM,m,18.134,"tronc, troncs"
personnalité,NOM,f,18.084,"personnalité, personnalités"
sentier,NOM,m,18.08,"sentier, sentiers"
impatience,NOM,f,18.066,"impatience, impatiences"
abruti,NOM,m,18.060000000000002,abruti/abrutie abrutis/abruties
araignée,NOM,f,18.056,"araignée, araignées"
plaine,NOM,f,18.056,plaine
gré,NOM,m,18.032,gré
demi-tour,NOM,m,17.994,"demi-tour, demi-tours"
trouble,NOM,m,17.976,"trouble, troubles"
mercredi,NOM,m,17.944000000000003,"mercredi, mercredis"
v,NOM,m,17.924,v
fumier,NOM,m,17.919999999999998,fumier/fumière fumiers
monseigneur,NOM,m,17.892,monseigneur
apparition,NOM,f,17.868000000000002,"apparition, apparitions"
deuil,NOM,m,17.832,"deuil, deuils"
cuivre,NOM,m,17.816,"cuivre, cuivres"
bible,NOM,f,17.81,"bible, bibles"
épisode,NOM,m,17.796,"épisode, épisodes"
tomate,NOM,f,17.786,"tomate, tomates"
influence,NOM,f,17.78,"influence, influences"
allumette,NOM,f,17.742,"allumette, allumettes"
double,NOM,m,17.728,"double, doubles"
dialogue,NOM,m,17.702,"dialogue, dialogues"
vitrine,NOM,f,17.700000000000003,"vitrine, vitrines"
quant,NOM,f,17.684,quant
collège,NOM,m,17.676000000000002,"collège, collèges"
cancer,NOM,m,17.674,"cancer, cancers"
vampire,NOM,m,17.657999999999998,"vampire, vampires"
flèche,NOM,f,17.656,"flèche, flèches"
vaisselle,NOM,f,17.646,"vaisselle, vaisselles"
pose,NOM,f,17.637999999999998,"pose, poses"
carrefour,NOM,m,17.620000000000005,"carrefour, carrefours"
damoiseau,NOM,m,17.618000000000002,damoiseau/demoiselle demoiselles
décembre,NOM,m,17.618,"décembre, décembres"
ingénieur,NOM,m,17.616,"ingénieur, ingénieurs"
appui,NOM,m,17.61,"appui, appuis"
orange,NOM,,17.61,"orange, oranges"
serment,NOM,m,17.606,"serment, serments"
régiment,NOM,m,17.596,"régiment, régiments"
témoignage,NOM,m,17.564,"témoignage, témoignages"
vendeur,NOM,m,17.564,vendeur/vendeuse vendeurs/vendeuses
construction,NOM,f,17.52,"construction, constructions"
coupable,NOM,,17.5,"coupable, coupables"
commun,NOM,m,17.496000000000002,"commun, communs"
indifférence,NOM,f,17.496000000000002,"indifférence, indifférences"
temple,NOM,m,17.494,"temple, temples"
ministère,NOM,m,17.482,"ministère, ministères"
particulier,NOM,m,17.462,particulier/particulière particuliers/particulières
remords,NOM,m,17.458000000000002,remords
tunnel,NOM,m,17.38,"tunnel, tunnels"
insecte,NOM,m,17.354,"insecte, insectes"
triomphe,NOM,m,17.340000000000003,"triomphe, triomphes"
marquis,NOM,m,17.338,marquis/marquise marquis/marquises
grec,NOM,m,17.304,grec/grecque grecs/grecques
coiffeur,NOM,m,17.284,coiffeur/coiffeuse coiffeurs/coiffeuses
janvier,NOM,m,17.247999999999998,janvier
version,NOM,f,17.242,"version, versions"
savon,NOM,m,17.224,"savon, savons"
tranchée,NOM,f,17.22,"tranchée, tranchées"
réception,NOM,f,17.21,"réception, réceptions"
pub,NOM,,17.201999999999998,"pub, pubs"
désastre,NOM,m,17.18,"désastre, désastres"
pêcheur,NOM,m,17.176000000000002,pêcheur/pêcheuse pêcheurs/pêcheuses
signature,NOM,f,17.162,"signature, signatures"
loge,NOM,f,17.158,"loge, loges"
fillette,NOM,f,17.144,"fillette, fillettes"
troupeau,NOM,m,17.104,"troupeau, troupeaux"
communiste,NOM,,17.098,"communiste, communistes"
bagarre,NOM,f,17.084,"bagarre, bagarres"
production,NOM,f,17.073999999999998,"production, productions"
nécessité,NOM,f,17.07,"nécessité, nécessités"
bourse,NOM,f,17.067999999999998,"bourse, bourses"
meurtrier,NOM,m,17.063999999999997,meurtrier/meurtrière meurtriers/meurtrières
facture,NOM,f,17.054,"facture, factures"
humour,NOM,m,17.036,humour
indice,NOM,m,17.034,"indice, indices"
longueur,NOM,f,17.032,"longueur, longueurs"
sauce,NOM,f,17.032,"sauce, sauces"
berger,NOM,m,17.024,berger/bergère bergers/bergères
serviteur,NOM,m,16.966,"serviteur, serviteurs"
plancher,NOM,m,16.96,"plancher, planchers"
virus,NOM,m,16.956,virus
passager,NOM,m,16.942,passager/passagère passagers/passagères
velours,NOM,m,16.938000000000002,velours
malin,NOM,m,16.874000000000002,malin/maligne malins/malignes
car,NOM,m,16.848,"car, cars"
duc,NOM,m,16.844,duc/duchesse ducs/duchesses
représentant,NOM,m,16.838,représentant/représentante représentants/représentantes
envers,NOM,m,16.826,envers
cahier,NOM,m,16.808,"cahier, cahiers"
spécialiste,NOM,,16.798000000000002,"spécialiste, spécialistes"
obstacle,NOM,m,16.794,"obstacle, obstacles"
richesse,NOM,f,16.79,"richesse, richesses"
oubli,NOM,m,16.784,"oubli, oublis"
chantier,NOM,m,16.776,"chantier, chantiers"
sagesse,NOM,f,16.768,"sagesse, sagesses"
trouille,NOM,f,16.754,"trouille, trouilles"
poison,NOM,m,16.748,"poison, poisons"
pigeon,NOM,m,16.734,pigeon/pigeonne pigeons
foot,NOM,m,16.724,foot
orchestre,NOM,m,16.706,"orchestre, orchestres"
chèvre,NOM,f,16.692,"chèvre, chèvres"
bataillon,NOM,m,16.69,"bataillon, bataillons"
autorisation,NOM,f,16.688000000000002,"autorisation, autorisations"
commentaire,NOM,m,16.688,"commentaire, commentaires"
hall,NOM,m,16.644000000000002,"hall, halls"
adversaire,NOM,,16.632,"adversaire, adversaires"
miel,NOM,m,16.631999999999998,"miel, miels"
conclusion,NOM,f,16.612000000000002,"conclusion, conclusions"
grandeur,NOM,f,16.602,"grandeur, grandeurs"
démarche,NOM,f,16.578,"démarche, démarches"
critique,NOM,,16.573999999999998,"critique, critiques"
photographe,NOM,,16.548000000000002,"photographe, photographes"
hommage,NOM,m,16.546,"hommage, hommages"
ancêtre,NOM,,16.542,"ancêtre, ancêtres"
coton,NOM,m,16.541999999999998,"coton, cotons"
garce,NOM,f,16.538,"garce, garces"
symbole,NOM,m,16.538,"symbole, symboles"
arrestation,NOM,f,16.518,"arrestation, arrestations"
vedette,NOM,f,16.482,"vedette, vedettes"
morale,NOM,f,16.474,"morale, morales"
blouse,NOM,f,16.464000000000002,"blouse, blouses"
boisson,NOM,f,16.426000000000002,"boisson, boissons"
caresse,NOM,f,16.408,"caresse, caresses"
instituteur,NOM,m,16.404,instituteur/institutrice instituteurs/institutrices
surveillance,NOM,f,16.388,"surveillance, surveillances"
aveugle,NOM,,16.376,"aveugle, aveugles"
noeud,NOM,m,16.376,"noeud, noeuds"
détective,NOM,,16.334,"détective, détectives"
coutume,NOM,f,16.332,"coutume, coutumes"
objectif,NOM,m,16.318,"objectif, objectifs"
compliment,NOM,m,16.308,"compliment, compliments"
occupation,NOM,f,16.27,"occupation, occupations"
milliard,NOM,m,16.268,"milliard, milliards"
descente,NOM,f,16.25,"descente, descentes"
bicyclette,NOM,f,16.240000000000002,"bicyclette, bicyclettes"
médaille,NOM,f,16.224,"médaille, médailles"
refus,NOM,m,16.224,refus
réseau,NOM,m,16.214,"réseau, réseaux"
cheville,NOM,f,16.208,"cheville, chevilles"
for,NOM,m,16.195999999999998,for
dose,NOM,f,16.172,"dose, doses"
géant,NOM,m,16.166,géant/géante géants/géantes
donne,NOM,,16.154,"donne, donnes"
führer,NOM,m,16.151999999999997,"führer, führers"
tendance,NOM,f,16.14,"tendance, tendances"
fraîcheur,NOM,f,16.132,"fraîcheur, fraîcheurs"
capacité,NOM,f,16.13,"capacité, capacités"
intimité,NOM,f,16.128,"intimité, intimités"
grotte,NOM,f,16.122,"grotte, grottes"
thème,NOM,m,16.096,"thème, thèmes"
paume,NOM,f,16.09,"paume, paumes"
philosophie,NOM,f,16.084000000000003,"philosophie, philosophies"
vertige,NOM,m,16.084000000000003,"vertige, vertiges"
abbé,NOM,m,16.08,abbé/abbesse abbés/abbesses
manoeuvre,NOM,,16.07,"manoeuvre, manoeuvres"
comble,NOM,m,16.056,"comble, combles"
discipline,NOM,f,16.024,"discipline, disciplines"
clinique,NOM,f,16.002,"clinique, cliniques"
élection,NOM,f,15.950000000000001,"élection, élections"
âne,NOM,m,15.945999999999998,"âne, ânes"
ruelle,NOM,f,15.938,"ruelle, ruelles"
chaud,NOM,m,15.924000000000001,chaud/chaude chauds/chaudes
barrage,NOM,m,15.904,"barrage, barrages"
encre,NOM,f,15.898,"encre, encres"
perle,NOM,f,15.882000000000001,"perle, perles"
reproche,NOM,m,15.878,"reproche, reproches"
nu,NOM,m,15.858,nu/nue nus/nues
délire,NOM,m,15.84,"délire, délires"
obus,NOM,m,15.806000000000001,obus
admiration,NOM,f,15.804000000000002,"admiration, admirations"
matelas,NOM,m,15.768,matelas
stylo,NOM,m,15.746,"stylo, stylos"
cent,NOM,m,15.738,cent
combinaison,NOM,f,15.708000000000002,"combinaison, combinaisons"
fonds,NOM,m,15.707999999999998,fonds
saleté,NOM,f,15.693999999999999,"saleté, saletés"
récompense,NOM,f,15.687999999999999,"récompense, récompenses"
bienvenue,NOM,f,15.686,"bienvenue, bienvenues"
saut,NOM,m,15.674000000000001,"saut, sauts"
dégoût,NOM,m,15.668000000000001,"dégoût, dégoûts"
fonctionnaire,NOM,,15.634,"fonctionnaire, fonctionnaires"
tronche,NOM,f,15.623999999999999,"tronche, tronches"
auberge,NOM,f,15.584,"auberge, auberges"
beau-père,NOM,m,15.544,beau-père/belle-mère belles-mères
militaire,NOM,,15.54,"militaire, militaires"
vapeur,NOM,,15.516,"vapeur, vapeurs"
info,NOM,f,15.488,"info, infos"
buisson,NOM,m,15.474,"buisson, buissons"
entraînement,NOM,m,15.457999999999998,"entraînement, entraînements"
marchandise,NOM,f,15.45,"marchandise, marchandises"
tonne,NOM,f,15.45,"tonne, tonnes"
papillon,NOM,m,15.396,"papillon, papillons"
grenier,NOM,m,15.39,"grenier, greniers"
charbon,NOM,m,15.379999999999999,"charbon, charbons"
accusation,NOM,f,15.372,"accusation, accusations"
bandit,NOM,m,15.36,"bandit, bandits"
jumeau,NOM,m,15.352,"jumeau, jumeaux"
aveu,NOM,m,15.310000000000002,"aveu, aveux"
donnée,NOM,f,15.308000000000002,"donnée, données"
grimace,NOM,f,15.296,"grimace, grimaces"
éléphant,NOM,m,15.296,éléphant/éléphante éléphants/éléphantes
allusion,NOM,f,15.292000000000002,"allusion, allusions"
ordonnance,NOM,,15.286,"ordonnance, ordonnances"
remarque,NOM,,15.256,"remarque, remarques"
boche,NOM,,15.234000000000002,"boche, boches"
centimètre,NOM,m,15.222000000000001,"centimètre, centimètres"
bec,NOM,m,15.218,"bec, becs"
carré,NOM,m,15.202,"carré, carrés"
maximum,NOM,m,15.198,"maximum, maxima"
scénario,NOM,m,15.188,"scénario, scénarios"
civilisation,NOM,f,15.186,"civilisation, civilisations"
pasteur,NOM,m,15.183999999999997,"pasteur, pasteurs"
deuxième,NOM,,15.174,"deuxième, deuxièmes"
douzaine,NOM,f,15.166,"douzaine, douzaines"
associé,NOM,m,15.154,associé/associée associés/associées
pizza,NOM,f,15.149999999999999,"pizza, pizzas"
mont,NOM,m,15.146,"mont, monts"
tragédie,NOM,f,15.138,"tragédie, tragédies"
soutien,NOM,m,15.134,"soutien, soutiens"
coq,NOM,m,15.13,"coq, coqs"
tablier,NOM,m,15.124,"tablier, tabliers"
bourgeois,NOM,m,15.072000000000001,bourgeois/bourgeoise bourgeois/bourgeoises
sympathie,NOM,f,15.068000000000001,"sympathie, sympathies"
remède,NOM,m,15.064,"remède, remèdes"
cervelle,NOM,f,15.060000000000002,"cervelle, cervelles"
malheureux,NOM,m,15.052,malheureux/malheureuse malheureux/malheureuses
clarté,NOM,f,15.044,"clarté, clartés"
drifter,NOM,m,15.03,"drifter, drifters"
seau,NOM,m,15.026,"seau, seaux"
volume,NOM,m,15.024000000000001,"volume, volumes"
dimension,NOM,f,15.015999999999998,"dimension, dimensions"
robot,NOM,m,15.006,"robot, robots"
stade,NOM,m,15.004000000000001,"stade, stades"
salopard,NOM,m,15.0,"salopard, salopards"
possible,NOM,m,14.988,"possible, possibles"
brigade,NOM,f,14.962,"brigade, brigades"
crépuscule,NOM,m,14.95,"crépuscule, crépuscules"
paroi,NOM,f,14.928,"paroi, parois"
tailleur,NOM,m,14.898,"tailleur, tailleurs"
dispute,NOM,f,14.896,"dispute, disputes"
nid,NOM,m,14.89,"nid, nids"
touche,NOM,f,14.888,"touche, touches"
parking,NOM,m,14.882000000000001,"parking, parkings"
choeur,NOM,m,14.876000000000001,"choeur, choeurs"
pneu,NOM,m,14.876000000000001,"pneu, pneus"
accueil,NOM,m,14.866000000000001,"accueil, accueils"
autoroute,NOM,f,14.856,"autoroute, autoroutes"
plastique,NOM,,14.848,"plastique, plastiques"
couvert,NOM,m,14.844000000000001,"couvert, couverts"
lot,NOM,m,14.832,"lot, lots"
calcul,NOM,m,14.826,"calcul, calculs"
massacre,NOM,m,14.822000000000001,"massacre, massacres"
indépendance,NOM,f,14.818000000000001,indépendance
espérance,NOM,f,14.796000000000001,"espérance, espérances"
frigo,NOM,m,14.762,"frigo, frigos"
batterie,NOM,f,14.760000000000002,"batterie, batteries"
valet,NOM,m,14.760000000000002,"valet, valets"
vice,NOM,m,14.753999999999998,"vice, vices"
cerf,NOM,m,14.752,"cerf, cerfs"
mousse,NOM,,14.746,"mousse, mousses"
destruction,NOM,f,14.722000000000001,"destruction, destructions"
alarme,NOM,f,14.71,"alarme, alarmes"
vocation,NOM,f,14.692,"vocation, vocations"
murmure,NOM,m,14.688000000000002,"murmure, murmures"
passant,NOM,m,14.684000000000001,passant/passante passants/passantes
jet,NOM,m,14.674,"jet, jets"
sapin,NOM,m,14.658000000000001,"sapin, sapins"
engagement,NOM,m,14.652,"engagement, engagements"
électricité,NOM,f,14.644,électricité
barrière,NOM,f,14.642,"barrière, barrières"
boeuf,NOM,m,14.638000000000002,"boeuf, boeufs"
promis,NOM,m,14.637999999999998,promis/promise promis/promises
tonnerre,NOM,m,14.596,"tonnerre, tonnerres"
marge,NOM,f,14.584,"marge, marges"
torture,NOM,f,14.576,"torture, tortures"
ardeur,NOM,f,14.544,"ardeur, ardeurs"
marée,NOM,f,14.542,"marée, marées"
complice,NOM,,14.538,"complice, complices"
pareil,NOM,m,14.536000000000001,pareil/pareille pareils/pareilles
mairie,NOM,f,14.510000000000002,"mairie, mairies"
aîné,NOM,m,14.488,aîné/aînée aînés/aînées
machin,NOM,m,14.488,"machin, machins"
organe,NOM,m,14.485999999999999,"organe, organes"
pétrole,NOM,m,14.468,"pétrole, pétroles"
venue,NOM,f,14.464,"venue, venues"
laboratoire,NOM,m,14.44,"laboratoire, laboratoires"
fontaine,NOM,f,14.416,"fontaine, fontaines"
musicien,NOM,m,14.411999999999999,musicien/musicienne musiciens/musiciennes
intervention,NOM,f,14.402000000000001,"intervention, interventions"
innocence,NOM,f,14.378,"innocence, innocences"
blouson,NOM,m,14.370000000000001,"blouson, blousons"
ruban,NOM,m,14.366,"ruban, rubans"
portail,NOM,m,14.354,"portail, portails"
tireur,NOM,m,14.341999999999999,tireur/tireuse tireurs/tireuses
ruisseau,NOM,m,14.336,"ruisseau, ruisseaux"
man,NOM,,14.313999999999998,man
banlieue,NOM,f,14.292000000000002,"banlieue, banlieues"
chariot,NOM,m,14.288,"chariot, chariots"
défi,NOM,m,14.288,"défi, défis"
ressource,NOM,f,14.286000000000001,"ressource, ressources"
index,NOM,m,14.280000000000001,index
département,NOM,m,14.262,"département, départements"
tribu,NOM,f,14.238,"tribu, tribus"
guitare,NOM,f,14.236,"guitare, guitares"
sous-titre,NOM,m,14.234,"sous-titre, sous-titres"
onde,NOM,f,14.225999999999999,"onde, ondes"
répétition,NOM,f,14.224,"répétition, répétitions"
tire,NOM,f,14.197999999999999,"tire, tires"
adolescent,NOM,m,14.184000000000001,adolescent/adolescente adolescents/adolescentes
aller,NOM,m,14.180000000000001,aller/allez allers
création,NOM,f,14.178,"création, créations"
mâchoire,NOM,f,14.172,"mâchoire, mâchoires"
délai,NOM,m,14.164000000000001,"délai, délais"
banquette,NOM,f,14.164,"banquette, banquettes"
beau-frère,NOM,m,14.156,beau-frère/belle-soeur beaux-frères/belles-soeurs
démocratie,NOM,f,14.15,"démocratie, démocraties"
assistance,NOM,f,14.138,"assistance, assistances"
civil,NOM,m,14.134,civil/civile civils/civiles
album,NOM,m,14.126,"album, albums"
commissariat,NOM,m,14.11,"commissariat, commissariats"
lecteur,NOM,m,14.11,lecteur/lectrice lecteurs/lectrices
expert,NOM,m,14.084,"expert, experts"
charité,NOM,f,14.062000000000001,"charité, charités"
guerrier,NOM,m,14.049999999999999,"guerrier, guerriers"
oublie,NOM,f,14.048,oublie
ronde,NOM,f,14.047999999999998,"ronde, rondes"
incroyable,NOM,m,14.046,"incroyable, incroyables"
détour,NOM,m,14.036000000000001,"détour, détours"
rien,NOM,m,14.032000000000002,"rien, riens"
révolte,NOM,f,14.024000000000001,"révolte, révoltes"
fan,NOM,,14.021999999999998,"fan, fans"
haleine,NOM,f,14.015999999999998,"haleine, haleines"
conte,NOM,m,14.008000000000001,"conte, contes"
palier,NOM,m,14.002000000000002,"palier, paliers"
cieux,NOM,m,14.001999999999999,cieux
malaise,NOM,,13.986,"malaise, malaises"
réussite,NOM,f,13.972,"réussite, réussites"
ruse,NOM,f,13.96,"ruse, ruses"
cachet,NOM,m,13.956,"cachet, cachets"
casier,NOM,m,13.929999999999998,"casier, casiers"
as,NOM,m,13.927999999999999,as/ase
sanglot,NOM,m,13.922,"sanglot, sanglots"
conflit,NOM,m,13.921999999999999,"conflit, conflits"
prime,NOM,f,13.918,"prime, primes"
chrétien,NOM,m,13.88,chrétien/chrétienne chrétiens/chrétiennes
cachette,NOM,f,13.870000000000001,"cachette, cachettes"
abandon,NOM,m,13.848,"abandon, abandons"
frisson,NOM,m,13.847999999999999,"frisson, frissons"
tambour,NOM,m,13.847999999999999,"tambour, tambours"
publicité,NOM,f,13.844000000000001,"publicité, publicités"
candidat,NOM,m,13.835999999999999,candidat/candidate candidats/candidates
marteau,NOM,m,13.822,"marteau, marteaux"
office,NOM,,13.822,"office, offices"
précision,NOM,f,13.82,"précision, précisions"
février,NOM,m,13.818,février
pavillon,NOM,m,13.814,"pavillon, pavillons"
tempe,NOM,f,13.812000000000001,"tempe, tempes"
affiche,NOM,f,13.812,"affiche, affiches"
sirène,NOM,f,13.809999999999999,"sirène, sirènes"
température,NOM,f,13.788,"température, températures"
quantité,NOM,f,13.776,"quantité, quantités"
selle,NOM,f,13.776,"selle, selles"
défaite,NOM,f,13.756,"défaite, défaites"
jaune,NOM,,13.756,"jaune, jaunes"
serrure,NOM,f,13.746,"serrure, serrures"
fée,NOM,f,13.732,"fée, fées"
caporal,NOM,m,13.728000000000002,caporal/caporale caporaux
spectateur,NOM,m,13.728,spectateur/spectatrice spectateurs/spectatrices
manivelle,NOM,f,13.714,"manivelle, manivelles"
moi,NOM,m,13.706,moi
lance,NOM,f,13.690000000000001,"lance, lances"
coïncidence,NOM,f,13.688,"coïncidence, coïncidences"
pin,NOM,m,13.684000000000001,"pin, pins"
camionnette,NOM,f,13.649999999999999,"camionnette, camionnettes"
sauvage,NOM,,13.639999999999999,"sauvage, sauvages"
rupture,NOM,f,13.629999999999999,"rupture, ruptures"
balai,NOM,m,13.626000000000001,"balai, balais"
chiotte,NOM,f,13.608,"chiotte, chiottes"
néant,NOM,m,13.568,"néant, néants"
vodka,NOM,f,13.565999999999999,"vodka, vodkas"
étonnement,NOM,m,13.552000000000001,"étonnement, étonnements"
foudre,NOM,,13.548,"foudre, foudres"
baignoire,NOM,f,13.542000000000002,"baignoire, baignoires"
cristal,NOM,m,13.536000000000001,"cristal, cristaux"
maillot,NOM,m,13.524000000000001,"maillot, maillots"
major,NOM,,13.522,"major, majors"
litre,NOM,,13.518,"litre, litres"
violon,NOM,m,13.514,"violon, violons"
formation,NOM,f,13.504000000000001,"formation, formations"
excès,NOM,m,13.494,excès
peste,NOM,f,13.494,"peste, pestes"
fidélité,NOM,f,13.48,"fidélité, fidélités"
foire,NOM,f,13.478,"foire, foires"
domestique,NOM,,13.458,"domestique, domestiques"
amateur,NOM,,13.456,amateur/amatrice amateurs
établissement,NOM,m,13.446000000000002,"établissement, établissements"
mâle,NOM,m,13.411999999999999,"mâle, mâles"
trône,NOM,m,13.404,"trône, trônes"
fossé,NOM,m,13.394000000000002,"fossé, fossés"
jury,NOM,m,13.388,"jury, jurys"
tonton,NOM,m,13.384,"tonton, tontons"
sieur,NOM,m,13.376000000000001,"sieur, sieurs"
avant,NOM,m,13.370000000000001,"avant, avants"
confusion,NOM,f,13.361999999999998,"confusion, confusions"
privilège,NOM,m,13.326,"privilège, privilèges"
clair,NOM,,13.322,"clair, clairs"
autobus,NOM,m,13.314,autobus
alerte,NOM,f,13.313999999999998,"alerte, alertes"
diplôme,NOM,m,13.306000000000001,"diplôme, diplômes"
ironie,NOM,f,13.306000000000001,"ironie, ironies"
dragon,NOM,m,13.280000000000001,dragon/dragonne dragons
borne,NOM,f,13.254,"borne, bornes"
brute,NOM,f,13.254,"brute, brutes"
pipi,NOM,m,13.244,"pipi, pipis"
jungle,NOM,f,13.234,"jungle, jungles"
thomas,NOM,m,13.222,thomas
fermeture,NOM,f,13.219999999999999,"fermeture, fermetures"
agneau,NOM,m,13.19,"agneau, agneaux"
sénateur,NOM,m,13.186,sénateur/sénatrice sénateurs
